"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_WaterDrop_B.M_WaterDrop_B","0","87","1","1","40.026031","0","1215"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Heat_Distortion.M_Heat_Distortion","0","33","1","1","11.106446","0","219"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Wood.M_Wood","0","120","1","1","52.222229","0","1782"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Lightning_small.M_Lightning_small","0","27","1","1","9.542063","0","242"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Impact_B.M_Impact_B","0","27","1","1","9.412219","0","213"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Impact_C.M_Impact_C","0","27","1","1","9.192778","0","242"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Glass.M_Glass","0","72","1","1","31.884892","0","1088"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Glow_D.M_Glow_D","0","27","2","1","9.421793","0","240"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_spark_C.M_Spark_C","0","27","1","1","9.247635","0","208"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Spark_A.M_Spark_A","0","27","1","1","9.283530","0","277"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Fire_B.M_Fire_B","0","27","1","1","9.387424","0","225"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Fire_C.M_Fire_C","0","27","1","1","9.723792","0","214"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Flies.M_Flies","0","72","1","1","32.732925","0","1286"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Explosion_E.M_Explosion_E","0","27","1","1","9.234222","0","271"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Explosion_i.M_Explosion_I","0","96","1","1","43.377132","0","1638"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Explosion_G.M_Explosion_G","0","96","1","1","43.745342","0","1910"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Explosion_D.M_Explosion_D","0","96","1","1","44.358196","0","1992"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Explosion_B.M_Explosion_B","0","72","1","1","34.522106","0","1206"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_WaterDrop_A.M_WaterDrop_A","0","87","1","1","39.936207","0","1670"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Impact_A.M_Impact_A","0","27","1","1","9.249755","0","258"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Dirt_B.M_Dirt_B","0","72","1","1","32.253864","0","1117"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Dandelion.M_Dandelion","0","27","1","1","9.403925","0","289"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Butterfly.M_Butterfly","0","27","1","1","9.415033","0","309"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Bubble_pop.M_Bubble_Pop","0","27","1","1","9.229517","0","169"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_WaterDrop.M_WaterDrop","0","87","5","1","39.624489","0","1671"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Bubble.M_Bubble","0","27","2","1","9.346214","0","226"
"/Game/MilitaryWeapSilver/Weapons/Materials/M_WeaponMaster_01.M_WeaponMaster_01","0","37","2","1","20.201426","0","482"
"/Game/MilitaryWeapSilver/FX/Materials/M_Woodchips_8x1_01.M_Woodchips_8x1_01","0","72","1","1","33.145733","0","1036"
"/Game/MilitaryWeapSilver/FX/Materials/M_SparksImpact_2x2_01.M_SparksImpact_2x2_01","0","27","1","1","9.345935","0","239"
"/Game/MilitaryWeapSilver/FX/Materials/M_Smoke_8x8_B_01.M_Smoke_8x8_B_01","0","72","1","1","34.484261","0","1253"
"/Game/MilitaryWeapSilver/FX/Materials/M_SmokeSimple_01.M_SmokeSimple_01","0","96","1","1","41.653511","0","1920"
"/Game/MilitaryWeapSilver/FX/Materials/M_SmokeRibbon_01.M_SmokeRibbon_01","0","48","1","1","22.383842","0","646"
"/Game/MilitaryWeapSilver/FX/Materials/M_Shockwave_Refraction_01.M_Shockwave_Refraction_01","0","33","1","1","11.283599","0","356"
"/Game/MilitaryWeapSilver/FX/Materials/M_RockMesh_01.M_RockMesh_01","0","28","1","1","12.439011","0","315"
"/Game/MilitaryWeapSilver/FX/Materials/M_RockSmall_01.M_RockSmall_01","0","27","1","1","9.192032","0","260"
"/Game/MilitaryWeapSilver/FX/Materials/M_Pistol_Streaks_01.M_Pistol_Streaks_01","0","27","1","1","9.389026","0","268"
"/Game/MilitaryWeapSilver/FX/Materials/M_Pistol_MuzzleFlash_4x1_A.M_Pistol_MuzzleFlash_4x1_A","0","27","1","1","9.426731","0","251"
"/Game/MilitaryWeapSilver/FX/Materials/M_LightRay_01.M_LightRay_01","0","27","1","1","9.325129","0","238"
"/Game/MilitaryWeapSilver/FX/Materials/M_Knife_RibbonTrail_01.M_Knife_RibbonTrail_01","0","22","1","1","8.010057","0","185"
"/Game/MilitaryWeapSilver/FX/Materials/M_Pistol_Smoke_2x2_A.M_Pistol_Smoke_2x2_A","0","72","1","1","32.857582","0","1251"
"/Game/MilitaryWeapSilver/FX/Materials/M_Explosion_8x8_A_01.M_Explosion_8x8_A_01","0","72","1","1","35.561611","0","1183"
"/Game/MilitaryWeapSilver/FX/Materials/M_Ember_Speed_01.M_Ember_Speed_01","0","27","1","1","9.369136","0","254"
"/Game/MilitaryWeapSilver/FX/Materials/M_Debris_Tileable_01.M_Debris_Tileable_01","0","72","1","1","32.302448","0","1137"
"/Game/MilitaryWeapSilver/FX/Materials/M_AssaultRifle_MuzzleFlash_4x1.M_AssaultRifle_MuzzleFlash_4x1","0","27","1","1","9.172804","0","246"
"/Game/GothicTemple/Environment/Textures/GrungeDecals/M_GrungeDecals.M_GrungeDecals","0","27","1","1","13.658991","0","297"
"/Game/GothicTemple/Environment/Textures/M_TexturesPreview_RHA.M_TexturesPreview_RHA","0","23","1","1","12.288198","0","262"
"/Game/GothicTemple/Environment/Textures/M_TexturesPreview_NRAO.M_TexturesPreview_NRAO","0","23","1","1","12.425988","0","239"
"/Game/GothicTemple/Environment/Mountain_01/M_BackgroundMountains.M_BackgroundMountains","0","69","3","3","38.168396","0","549"
"/Game/GothicTemple/Environment/FogSheet/M_FogSheet.M_FogSheet","0","9","1","1","4.168235","0","45"
"/Game/GothicTemple/Effects/Materials/Sparks/M_Spark_VelocityLerp.M_Spark_VelocityLerp","0","27","1","1","9.446328","0","270"
"/Game/GothicTemple/Effects/Materials/Snow/M_SnowFlake_VelocityLerp_AA.M_SnowFlake_VelocityLerp_AA","0","72","1","1","33.164631","0","1317"
"/Game/GothicTemple/Effects/Materials/Snow/M_SnowFlake_VelocityLerp.M_SnowFlake_VelocityLerp","0","72","1","1","34.037106","0","1296"
"/Game/GothicTemple/Effects/Materials/Fire/M_Fire_SubUV_11X11_Noise.M_Fire_SubUV_11X11_Noise","0","27","1","1","10.067725","0","304"
"/Game/GothicTemple/Effects/SnowFall/M_SnowFlake.M_SnowFlake","0","72","5","1","34.342747","0","1507"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","72","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Leaves_A.M_Leaves_A","0","83","1","1","37.152058","0","1730"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Fire_Splat.M_Fire_Splat","0","27","1","1","9.766706","0","266"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Dirt_A.M_Dirt_A","0","72","1","1","33.507305","0","1174"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Distortion.M_Distortion","0","78","1","1","34.108612","0","1454"
"/Game/MSPresets/M_MS_Imperfection_Material_VT/M_MS_Imperfection_Material_Var_VT.M_MS_Imperfection_Material_Var_VT","0","14","1","1","8.000214","0","118"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Imperfection_Material_Var/M_MS_Imperfection_Material_Var.M_MS_Imperfection_Material_Var","0","0","14","1","0.000000","0","0"
"/Game/MSPresets/M_MS_Default_Material_VT/M_MS_Default_Material_VT.M_MS_Default_Material_VT","0","14","1","1","7.487105","0","107"
"/Game/GothicTemple/Environment/WaterOcean/M_WaterOcean.M_WaterOcean","0","46","2","2","25.502762","0","477"
"/Game/GothicTemple/Effects/Materials/Fire/M_HeatDistort.M_HeatDistort","0","78","5","1","34.001633","0","2018"
"/Bridge/MSPresets/M_MS_Default_Material/M_MS_Default_Material.M_MS_Default_Material","0","0","14","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Snow.M_Snow","0","27","1","1","9.639997","0","260"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Glow_B.M_Glow_B","0","27","1","1","9.460653","0","359"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Glow_A.M_Glow_A","0","27","1","1","9.543613","0","315"
"/Game/MSPresets/M_MS_Imperfection_Material_VT/M_MS_Imperfection_Material_VT.M_MS_Imperfection_Material_VT","0","14","1","1","7.571162","0","86"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Fish_A.M_Fish_A","0","110","1","1","46.480267","0","3085"
"/Bridge/MSPresets/M_MS_Imperfection_Material/M_MS_Imperfection_Material.M_MS_Imperfection_Material","0","0","14","1","0.000000","0","0"
"/Game/GothicTemple/Environment/Props/Cliff/M_CliffAndRocks.M_CliffAndRocks","0","164","2","2","82.757256","0","3086"
"/Game/GothicTemple/Environment/Folliage/Grass/M_MasterGrass.M_MasterGrass","0","168","6","2","43.613312","0","3316"
"/Game/MilitaryWeapSilver/FX/Materials/M_GlowSphere_01.M_GlowSphere_01","0","36","1","1","11.146388","0","396"
"/Game/GothicTemple/Environment/Props/SnowPiles/M_SnowPiles.M_SnowPiles","0","80","2","2","40.064857","0","1019"
"/Game/GothicTemple/Effects/Blueprints/Lightshaft/M_GodRay.M_GodRay","0","24","3","2","11.703474","0","159"
"/Game/MSPresets/M_MS_Surface_Material_VT/M_MS_Surface_Material_VT.M_MS_Surface_Material_VT","0","14","1","1","7.209527","0","74"
"/Game/MSPresets/M_MS_Default_Fuzz_Material_VT/M_MS_Default_Fuzz_Material_VT.M_MS_Default_Fuzz_Material_VT","0","14","1","1","7.367351","0","93"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","60","1","0.000000","0","0"
"/Game/FirstPersonArms/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","60","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Foliage_Material/M_MS_Foliage_Material.M_MS_Foliage_Material","0","0","31","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Billboard_Material/M_MS_Billboard_Material.M_MS_Billboard_Material","0","0","62","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Surface_Material/M_MS_Surface_Material.M_MS_Surface_Material","0","0","14","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","23","70","4","12.381687","0","169"
"/Game/GothicTemple/Environment/Props/Tombs/M_Tombs.M_Tombs","0","46","4","2","25.078928","0","283"
"/Game/GothicTemple/Environment/Props/OldTemple/M_TempleAssets.M_TempleAssets","0","230","7","5","104.382660","0","3188"
"/Game/GothicTemple/Environment/Folliage/Trees/M_FoliageTrees_V02.M_FoliageTrees_V02","0","336","22","4","170.235443","0","8163"
"/Game/GothicTemple/Materials/Shaders/M_GothicWalls.M_GothicWalls","0","92","9","4","43.889675","0","859"
"/Game/GothicTemple/Materials/Shaders/M_Landscape.M_Landscape","0","1074","31","13","339.362671","0","27499"
"/Bridge/MSPresets/M_MS_SurfaceBlend_Material/M_MS_SurfaceBlend_Material.M_MS_SurfaceBlend_Material","0","0","14","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Glass_Material/M_MS_Glass_Material.M_MS_Glass_Material","0","0","28","1","0.000000","0","0"
"/Game/GothicTemple/Environment/Folliage/Twigs/M_Twigs.M_Twigs","0","46","3","1","24.369724","0","453"
"/Game/GothicTemple/Environment/Props/HangingSnow/M_HangingSnow.M_HangingSnow","0","23","3","1","13.055600","0","136"
"/Game/GothicTemple/Environment/Props/GothicBlocks/M_GothicBlocks.M_GothicBlocks","0","84","1","1","41.346268","0","1629"
"/Game/MSPresets/M_MS_ImperfectionDecal_Material_VT/M_MS_ImperfectionDecal_Material_VT.M_MS_ImperfectionDecal_Material_VT","0","27","6","1","13.208906","27","316"
"/Bridge/MSPresets/M_MS_ImperfectionDecal_Material/M_MS_ImperfectionDecal_Material.M_MS_ImperfectionDecal_Material","0","0","27","1","0.000000","0","27"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
"/Game/GothicTemple/Environment/Props/OldTemple/M_TempleSnowChunck.M_TempleSnowChunck","0","40","8","1","20.440145","0","338"
"/Game/MSPresets/M_MS_Decal_Material_VT/M_MS_Decal_Material_VT.M_MS_Decal_Material_VT","0","27","7","1","13.453386","27","411"
"/Game/GothicTemple/Environment/Props/OldTemple/Floor/M_TempleFloor.M_TempleFloor","0","46","8","1","25.210886","0","408"
"/Bridge/MSPresets/M_MS_Decal_Material/M_MS_Decal_Material.M_MS_Decal_Material","0","0","27","1","0.000000","0","27"
"/Game/MSPresets/M_MS_Default_Transmission_Material_VT/M_MS_Default_Transmission_Material_VT.M_MS_Default_Transmission_Material_VT","0","14","4","1","7.304821","0","53"
"/Bridge/MSPresets/M_MS_Default_Fuzz_Material/M_MS_Default_Fuzz_Material.M_MS_Default_Fuzz_Material","0","0","14","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Default_Transmission_Material/M_MS_Default_Transmission_Material.M_MS_Default_Transmission_Material","0","0","14","1","0.000000","0","0"
